filename,max_idx
DR1_FVMH0_SX26.wav,131
DR1_FVMH0_SX296.wav,143
DR1_FVMH0_SX386.wav,129
DR1_MCPM0_SA1.wav,192
DR1_MCPM0_SA2.wav,157
DR1_MCPM0_SI1194.wav,176
DR1_MCPM0_SI1824.wav,264
DR1_MCPM0_SI564.wav,241
DR1_MCPM0_SX114.wav,169
DR1_MCPM0_SX204.wav,153
DR1_MCPM0_SX24.wav,136
DR1_MCPM0_SX294.wav,135
DR1_MCPM0_SX384.wav,124
DR1_MDAC0_SA1.wav,200
DR1_MDAC0_SA2.wav,168
DR1_MDAC0_SI1261.wav,172
DR1_MDAC0_SI1837.wav,141
DR1_MDAC0_SI631.wav,323
DR1_MDAC0_SX181.wav,250
DR1_MDAC0_SX271.wav,153
DR1_MDAC0_SX361.wav,163
DR1_MDAC0_SX451.wav,239
DR1_MDAC0_SX91.wav,146
DR1_MDPK0_SA1.wav,181
DR1_MDPK0_SA2.wav,186
DR1_MDPK0_SI1053.wav,227
DR1_MDPK0_SI1683.wav,123
DR1_MDPK0_SI552.wav,105
DR1_MDPK0_SX153.wav,185
DR1_MDPK0_SX243.wav,170
DR1_MDPK0_SX333.wav,219
DR1_MDPK0_SX423.wav,198
DR1_MDPK0_SX63.wav,150
DR1_MEDR0_SA1.wav,188
DR1_MEDR0_SA2.wav,145
DR1_MEDR0_SI1374.wav,143
DR1_MEDR0_SI2004.wav,259
DR1_MEDR0_SI744.wav,237
DR1_MEDR0_SX114.wav,159
DR1_MEDR0_SX204.wav,143
DR1_MEDR0_SX24.wav,144
DR1_MEDR0_SX294.wav,127
DR1_MEDR0_SX384.wav,123
DR1_MGRL0_SA1.wav,161
DR1_MGRL0_SA2.wav,180
DR1_MGRL0_SI1497.wav,151
DR1_MGRL0_SI2127.wav,174
DR1_MGRL0_SI867.wav,242
DR1_MGRL0_SX147.wav,158
DR1_MGRL0_SX237.wav,80
DR1_MGRL0_SX327.wav,344
DR1_MGRL0_SX417.wav,187
DR1_MGRL0_SX57.wav,127
DR1_MJEB1_SA1.wav,207
DR1_MJEB1_SA2.wav,188
DR1_MJEB1_SI1467.wav,299
DR1_MJEB1_SI2097.wav,221
DR1_MJEB1_SI837.wav,313
DR1_MJEB1_SX117.wav,157
DR1_MJEB1_SX207.wav,146
DR1_MJEB1_SX27.wav,137
DR1_MJEB1_SX297.wav,153
DR1_MJEB1_SX387.wav,228
DR1_MJWT0_SA1.wav,215
DR1_MJWT0_SA2.wav,191
DR1_MJWT0_SI1291.wav,297
DR1_MJWT0_SI1381.wav,291
DR1_MJWT0_SI751.wav,194
DR1_MJWT0_SX121.wav,197
DR1_MJWT0_SX211.wav,199
DR1_MJWT0_SX301.wav,225
DR1_MJWT0_SX31.wav,147
DR1_MJWT0_SX391.wav,146
DR1_MKLS0_SA1.wav,236
DR1_MKLS0_SA2.wav,214
DR1_MKLS0_SI1437.wav,353
DR1_MKLS0_SI1533.wav,122
DR1_MKLS0_SI2067.wav,268
DR1_MKLS0_SX177.wav,130
DR1_MKLS0_SX267.wav,237
DR1_MKLS0_SX357.wav,231
DR1_MKLS0_SX447.wav,171
DR1_MKLS0_SX87.wav,168
DR1_MKLW0_SA1.wav,199
DR1_MKLW0_SA2.wav,170
DR1_MKLW0_SI1571.wav,323
DR1_MKLW0_SI1844.wav,97
DR1_MKLW0_SI2201.wav,120
DR1_MKLW0_SX131.wav,162
DR1_MKLW0_SX221.wav,195
DR1_MKLW0_SX311.wav,290
DR1_MKLW0_SX401.wav,188
DR1_MKLW0_SX41.wav,218
DR1_MMGG0_SA1.wav,215
DR1_MMGG0_SA2.wav,185
DR1_MMGG0_SI1079.wav,291
DR1_MMGG0_SI1709.wav,131
DR1_MMGG0_SI2339.wav,146
DR1_MMGG0_SX179.wav,190
DR1_MMGG0_SX269.wav,134
DR1_MMGG0_SX359.wav,213
DR1_MMGG0_SX449.wav,269
DR1_MMGG0_SX89.wav,149
DR1_MMRP0_SA1.wav,244
DR1_MMRP0_SA2.wav,237
DR1_MMRP0_SI2034.wav,99
DR1_MMRP0_SI717.wav,157
DR1_MMRP0_SI774.wav,221
DR1_MMRP0_SX144.wav,199
DR1_MMRP0_SX234.wav,219
DR1_MMRP0_SX324.wav,290
DR1_MMRP0_SX414.wav,215
DR1_MMRP0_SX54.wav,243
DR1_MPGH0_SA1.wav,169
DR1_MPGH0_SA2.wav,130
DR1_MPGH0_SI1554.wav,244
DR1_MPGH0_SI675.wav,258
DR1_MPGH0_SI924.wav,152
DR1_MPGH0_SX114.wav,145
DR1_MPGH0_SX204.wav,136
DR1_MPGH0_SX24.wav,121
DR1_MPGH0_SX294.wav,129
DR1_MPGH0_SX384.wav,131
DR1_MPGR0_SA1.wav,189
DR1_MPGR0_SA2.wav,139
DR1_MPGR0_SI1410.wav,258
DR1_MPGR0_SI2040.wav,108
DR1_MPGR0_SI780.wav,145
DR1_MPGR0_SX150.wav,108
DR1_MPGR0_SX240.wav,166
DR1_MPGR0_SX330.wav,192
DR1_MPGR0_SX420.wav,233
DR1_MPGR0_SX60.wav,195
DR1_MPSW0_SA1.wav,169
DR1_MPSW0_SA2.wav,143
DR1_MPSW0_SI1067.wav,148
DR1_MPSW0_SI1697.wav,154
DR1_MPSW0_SI2327.wav,132
DR1_MPSW0_SX167.wav,183
DR1_MPSW0_SX24.wav,118
DR1_MPSW0_SX257.wav,129
DR1_MPSW0_SX437.wav,193
DR1_MPSW0_SX77.wav,156
DR1_MRAI0_SA1.wav,241
DR1_MRAI0_SA2.wav,193
DR1_MRAI0_SI1954.wav,95
DR1_MRAI0_SI2052.wav,281
DR1_MRAI0_SI792.wav,308
DR1_MRAI0_SX162.wav,198
DR1_MRAI0_SX252.wav,160
DR1_MRAI0_SX342.wav,210
DR1_MRAI0_SX432.wav,276
DR1_MRAI0_SX72.wav,141
DR1_MRCG0_SA1.wav,250
DR1_MRCG0_SA2.wav,280
DR1_MRCG0_SI1428.wav,303
DR1_MRCG0_SI2058.wav,168
DR1_MRCG0_SI798.wav,237
DR1_MRCG0_SX168.wav,167
DR1_MRCG0_SX258.wav,226
DR1_MRCG0_SX348.wav,256
DR1_MRCG0_SX438.wav,289
DR1_MRCG0_SX78.wav,218
DR1_MRDD0_SA1.wav,197
DR1_MRDD0_SA2.wav,163
DR1_MRDD0_SI1050.wav,248
DR1_MRDD0_SI1680.wav,183
DR1_MRDD0_SI2310.wav,157
DR1_MRDD0_SX150.wav,128
DR1_MRDD0_SX240.wav,175
DR1_MRDD0_SX277.wav,143
DR1_MRDD0_SX330.wav,199
DR1_MRDD0_SX60.wav,209
DR1_MRSO0_SA1.wav,250
DR1_MRSO0_SA2.wav,229
DR1_MRSO0_SI1206.wav,347
DR1_MRSO0_SI1659.wav,235
DR1_MRSO0_SI2289.wav,183
DR1_MRSO0_SX129.wav,205
DR1_MRSO0_SX219.wav,245
DR1_MRSO0_SX309.wav,247
DR1_MRSO0_SX39.wav,195
DR1_MRSO0_SX399.wav,197
DR1_MRWS0_SA1.wav,193
DR1_MRWS0_SA2.wav,144
DR1_MRWS0_SI1102.wav,267
DR1_MRWS0_SI1732.wav,109
DR1_MRWS0_SI472.wav,179
DR1_MRWS0_SX112.wav,167
DR1_MRWS0_SX202.wav,89
DR1_MRWS0_SX22.wav,135
DR1_MRWS0_SX292.wav,201
DR1_MRWS0_SX382.wav,180
DR1_MTJS0_SA1.wav,235
DR1_MTJS0_SA2.wav,265
DR1_MTJS0_SI1192.wav,149
DR1_MTJS0_SI1822.wav,365
DR1_MTJS0_SI562.wav,306
DR1_MTJS0_SX112.wav,211
DR1_MTJS0_SX202.wav,138
DR1_MTJS0_SX22.wav,135
DR1_MTJS0_SX292.wav,236
DR1_MTJS0_SX382.wav,255
DR1_MTPF0_SA1.wav,191
DR1_MTPF0_SA2.wav,128
DR1_MTPF0_SI1235.wav,207
DR1_MTPF0_SI1865.wav,148
DR1_MTPF0_SI605.wav,217
DR1_MTPF0_SX155.wav,157
DR1_MTPF0_SX245.wav,213
DR1_MTPF0_SX335.wav,243
DR1_MTPF0_SX425.wav,106
DR1_MTPF0_SX65.wav,122
DR1_MTRR0_SA1.wav,231
DR1_MTRR0_SA2.wav,175
DR1_MTRR0_SI1548.wav,149
DR1_MTRR0_SI2178.wav,171
DR1_MTRR0_SI918.wav,259
DR1_MTRR0_SX108.wav,176
DR1_MTRR0_SX18.wav,175
DR1_MTRR0_SX198.wav,162
DR1_MTRR0_SX288.wav,209
DR1_MTRR0_SX378.wav,218
DR1_MWAD0_SA1.wav,160
DR1_MWAD0_SA2.wav,193
DR1_MWAD0_SI1062.wav,201
DR1_MWAD0_SI1749.wav,75
DR1_MWAD0_SI2322.wav,147
DR1_MWAD0_SX162.wav,149
DR1_MWAD0_SX252.wav,132
DR1_MWAD0_SX342.wav,153
DR1_MWAD0_SX432.wav,213
DR1_MWAD0_SX72.wav,91
DR1_MWAR0_SA1.wav,225
DR1_MWAR0_SA2.wav,189
DR1_MWAR0_SI1045.wav,299
DR1_MWAR0_SI1675.wav,173
DR1_MWAR0_SI2305.wav,146
DR1_MWAR0_SX145.wav,173
DR1_MWAR0_SX235.wav,172
DR1_MWAR0_SX325.wav,142
DR1_MWAR0_SX415.wav,153
DR1_MWAR0_SX55.wav,208
DR2_FAEM0_SA1.wav,212
DR2_FAEM0_SA2.wav,178
DR2_FAEM0_SI1392.wav,299
DR2_FAEM0_SI2022.wav,142
DR2_FAEM0_SI762.wav,174
DR2_FAEM0_SX132.wav,182
DR2_FAEM0_SX222.wav,170
DR2_FAEM0_SX312.wav,237
DR2_FAEM0_SX402.wav,199
DR2_FAEM0_SX42.wav,142
DR2_FAJW0_SA1.wav,248
DR2_FAJW0_SA2.wav,241
DR2_FAJW0_SI1263.wav,313
DR2_FAJW0_SI1893.wav,169
DR2_FAJW0_SI633.wav,309
DR2_FAJW0_SX183.wav,186
DR2_FAJW0_SX273.wav,178
DR2_FAJW0_SX3.wav,110
DR2_FAJW0_SX363.wav,212
DR2_FAJW0_SX93.wav,201
DR2_FCAJ0_SA1.wav,208
DR2_FCAJ0_SA2.wav,207
DR2_FCAJ0_SI1479.wav,87
DR2_FCAJ0_SI1804.wav,114
DR2_FCAJ0_SI849.wav,220
DR2_FCAJ0_SX129.wav,182
DR2_FCAJ0_SX219.wav,203
DR2_FCAJ0_SX309.wav,201
DR2_FCAJ0_SX39.wav,161
DR2_FCAJ0_SX399.wav,161
DR2_FCMM0_SA1.wav,207
DR2_FCMM0_SA2.wav,175
DR2_FCMM0_SI1083.wav,160
DR2_FCMM0_SI1957.wav,277
DR2_FCMM0_SI453.wav,150
DR2_FCMM0_SX183.wav,131
DR2_FCMM0_SX273.wav,157
DR2_FCMM0_SX363.wav,184
DR2_FCMM0_SX420.wav,261
DR2_FCMM0_SX93.wav,138
DR2_FCYL0_SA1.wav,215
DR2_FCYL0_SA2.wav,204
DR2_FCYL0_SI1297.wav,194
DR2_FCYL0_SI1927.wav,191
DR2_FCYL0_SI667.wav,313
DR2_FCYL0_SX127.wav,130
DR2_FCYL0_SX217.wav,132
DR2_FCYL0_SX349.wav,269
DR2_FCYL0_SX37.wav,167
DR2_FCYL0_SX397.wav,199
DR2_FDAS1_SA1.wav,234
DR2_FDAS1_SA2.wav,167
DR2_FDAS1_SI1461.wav,309
DR2_FDAS1_SI2091.wav,154
DR2_FDAS1_SI831.wav,302
DR2_FDAS1_SX111.wav,160
DR2_FDAS1_SX201.wav,211
DR2_FDAS1_SX21.wav,130
DR2_FDAS1_SX291.wav,173
DR2_FDAS1_SX381.wav,152
DR2_FDNC0_SA1.wav,226
DR2_FDNC0_SA2.wav,179
DR2_FDNC0_SI1278.wav,328
DR2_FDNC0_SI1908.wav,289
DR2_FDNC0_SI2287.wav,118
DR2_FDNC0_SX108.wav,185
DR2_FDNC0_SX18.wav,202
DR2_FDNC0_SX198.wav,162
DR2_FDNC0_SX288.wav,241
DR2_FDNC0_SX378.wav,217
DR2_FDXW0_SA1.wav,177
DR2_FDXW0_SA2.wav,158
DR2_FDXW0_SI1511.wav,129
DR2_FDXW0_SI2141.wav,87
DR2_FDXW0_SI881.wav,238
DR2_FDXW0_SX161.wav,207
DR2_FDXW0_SX251.wav,190
DR2_FDXW0_SX341.wav,167
DR2_FDXW0_SX431.wav,177
DR2_FDXW0_SX71.wav,129
DR2_FEAC0_SA1.wav,201
DR2_FEAC0_SA2.wav,201
DR2_FEAC0_SI1245.wav,149
DR2_FEAC0_SI1875.wav,205
DR2_FEAC0_SI615.wav,269
DR2_FEAC0_SX165.wav,225
DR2_FEAC0_SX255.wav,161
DR2_FEAC0_SX345.wav,174
DR2_FEAC0_SX435.wav,243
DR2_FEAC0_SX75.wav,158
DR2_FHLM0_SA1.wav,243
DR2_FHLM0_SA2.wav,181
DR2_FHLM0_SI1560.wav,95
DR2_FHLM0_SI2190.wav,184
DR2_FHLM0_SI930.wav,186
DR2_FHLM0_SX120.wav,261
DR2_FHLM0_SX210.wav,190
DR2_FHLM0_SX300.wav,176
DR2_FHLM0_SX349.wav,287
DR2_FHLM0_SX390.wav,201
DR2_FJKL0_SA1.wav,197
DR2_FJKL0_SA2.wav,169
DR2_FJKL0_SI1562.wav,79
DR2_FJKL0_SI2192.wav,100
DR2_FJKL0_SI932.wav,312
DR2_FJKL0_SX122.wav,221
DR2_FJKL0_SX212.wav,221
DR2_FJKL0_SX302.wav,160
DR2_FJKL0_SX32.wav,164
DR2_FJKL0_SX392.wav,195
DR2_FKAA0_SA1.wav,261
DR2_FKAA0_SA2.wav,189
DR2_FKAA0_SI1208.wav,194
DR2_FKAA0_SI1838.wav,185
DR2_FKAA0_SI578.wav,225
DR2_FKAA0_SX128.wav,159
DR2_FKAA0_SX218.wav,213
DR2_FKAA0_SX308.wav,223
DR2_FKAA0_SX38.wav,235
DR2_FKAA0_SX398.wav,245
DR2_FLMA0_SA1.wav,185
DR2_FLMA0_SA2.wav,144
DR2_FLMA0_SI1243.wav,125
DR2_FLMA0_SI1873.wav,214
DR2_FLMA0_SI613.wav,212
DR2_FLMA0_SX163.wav,145
DR2_FLMA0_SX253.wav,122
DR2_FLMA0_SX343.wav,168
DR2_FLMA0_SX433.wav,207
DR2_FLMA0_SX73.wav,146
DR2_FLMC0_SA1.wav,208
DR2_FLMC0_SA2.wav,161
DR2_FLMC0_SI1372.wav,257
DR2_FLMC0_SI2002.wav,117
DR2_FLMC0_SI742.wav,181
DR2_FLMC0_SX112.wav,171
DR2_FLMC0_SX22.wav,152
DR2_FLMC0_SX292.wav,214
DR2_FLMC0_SX336.wav,251
DR2_FLMC0_SX382.wav,180
DR2_FMJB0_SA1.wav,250
DR2_FMJB0_SA2.wav,176
DR2_FMJB0_SI1177.wav,284
DR2_FMJB0_SI1807.wav,239
DR2_FMJB0_SI547.wav,221
DR2_FMJB0_SX187.wav,111
DR2_FMJB0_SX277.wav,143
DR2_FMJB0_SX367.wav,216
DR2_FMJB0_SX7.wav,190
DR2_FMJB0_SX97.wav,149
DR2_FMKF0_SA1.wav,239
DR2_FMKF0_SA2.wav,171
DR2_FMKF0_SI1018.wav,281
DR2_FMKF0_SI1536.wav,206
DR2_FMKF0_SI906.wav,214
DR2_FMKF0_SX186.wav,146
DR2_FMKF0_SX276.wav,159
DR2_FMKF0_SX366.wav,239
DR2_FMKF0_SX6.wav,153
DR2_FMKF0_SX96.wav,206
DR2_FMMH0_SA1.wav,204
DR2_FMMH0_SA2.wav,174
DR2_FMMH0_SI1537.wav,246
DR2_FMMH0_SI2167.wav,213
DR2_FMMH0_SI907.wav,203
DR2_FMMH0_SX187.wav,133
DR2_FMMH0_SX367.wav,181
DR2_FMMH0_SX420.wav,242
DR2_FMMH0_SX7.wav,179
DR2_FMMH0_SX97.wav,142
DR2_FPJF0_SA1.wav,183
DR2_FPJF0_SA2.wav,164
DR2_FPJF0_SI1046.wav,165
DR2_FPJF0_SI1259.wav,256
DR2_FPJF0_SI1676.wav,179
DR2_FPJF0_SX146.wav,146
DR2_FPJF0_SX236.wav,154
DR2_FPJF0_SX326.wav,144
DR2_FPJF0_SX352.wav,266
DR2_FPJF0_SX56.wav,164
DR2_FRLL0_SA1.wav,234
DR2_FRLL0_SA2.wav,180
DR2_FRLL0_SI1514.wav,153
DR2_FRLL0_SI805.wav,294
DR2_FRLL0_SI884.wav,225
DR2_FRLL0_SX164.wav,197
DR2_FRLL0_SX254.wav,159
DR2_FRLL0_SX344.wav,151
DR2_FRLL0_SX434.wav,149
DR2_FRLL0_SX74.wav,165
DR2_FSCN0_SA1.wav,262
DR2_FSCN0_SA2.wav,170
DR2_FSCN0_SI1886.wav,173
DR2_FSCN0_SI626.wav,192
DR2_FSCN0_SI705.wav,340
DR2_FSCN0_SX176.wav,305
DR2_FSCN0_SX266.wav,212
DR2_FSCN0_SX356.wav,201
DR2_FSCN0_SX446.wav,235
DR2_FSCN0_SX86.wav,172
DR2_FSKL0_SA1.wav,197
DR2_FSKL0_SA2.wav,163
DR2_FSKL0_SI1529.wav,183
DR2_FSKL0_SI2159.wav,252
DR2_FSKL0_SI899.wav,168
DR2_FSKL0_SX179.wav,202
DR2_FSKL0_SX269.wav,131
DR2_FSKL0_SX359.wav,211
DR2_FSKL0_SX449.wav,205
DR2_FSKL0_SX89.wav,175
DR2_FSRH0_SA1.wav,231
DR2_FSRH0_SA2.wav,172
DR2_FSRH0_SI1719.wav,92
DR2_FSRH0_SI1931.wav,159
DR2_FSRH0_SI671.wav,165
DR2_FSRH0_SX131.wav,157
DR2_FSRH0_SX221.wav,239
DR2_FSRH0_SX311.wav,255
DR2_FSRH0_SX401.wav,177
DR2_FSRH0_SX41.wav,229
DR2_FTMG0_SA1.wav,242
DR2_FTMG0_SA2.wav,170
DR2_FTMG0_SI1532.wav,107
DR2_FTMG0_SI2162.wav,150
DR2_FTMG0_SI902.wav,316
DR2_FTMG0_SX182.wav,154
DR2_FTMG0_SX272.wav,164
DR2_FTMG0_SX362.wav,204
DR2_FTMG0_SX452.wav,209
DR2_FTMG0_SX92.wav,170
DR2_MARC0_SA1.wav,185
DR2_MARC0_SA2.wav,151
DR2_MARC0_SI1188.wav,91
DR2_MARC0_SI1818.wav,138
DR2_MARC0_SI558.wav,215
DR2_MARC0_SX108.wav,146
DR2_MARC0_SX18.wav,147
DR2_MARC0_SX198.wav,137
DR2_MARC0_SX288.wav,181
DR2_MARC0_SX378.wav,165
DR2_MBJV0_SA1.wav,174
DR2_MBJV0_SA2.wav,139
DR2_MBJV0_SI1247.wav,180
DR2_MBJV0_SI1877.wav,143
DR2_MBJV0_SI617.wav,202
DR2_MBJV0_SX167.wav,201
DR2_MBJV0_SX257.wav,108
DR2_MBJV0_SX347.wav,227
DR2_MBJV0_SX437.wav,183
DR2_MBJV0_SX77.wav,152
DR2_MCEW0_SA1.wav,287
DR2_MCEW0_SA2.wav,223
DR2_MCEW0_SI1442.wav,206
DR2_MCEW0_SI2072.wav,264
DR2_MCEW0_SI812.wav,330
DR2_MCEW0_SX182.wav,180
DR2_MCEW0_SX272.wav,200
DR2_MCEW0_SX362.wav,289
DR2_MCEW0_SX452.wav,255
DR2_MCEW0_SX92.wav,213
DR2_MCTM0_SA1.wav,209
DR2_MCTM0_SA2.wav,157
DR2_MCTM0_SI1350.wav,263
DR2_MCTM0_SI1980.wav,263
DR2_MCTM0_SI720.wav,135
DR2_MCTM0_SX180.wav,179
DR2_MCTM0_SX270.wav,143
DR2_MCTM0_SX360.wav,187
DR2_MCTM0_SX450.wav,204
DR2_MCTM0_SX90.wav,121
DR2_MDBP0_SA1.wav,199
DR2_MDBP0_SA2.wav,179
DR2_MDBP0_SI1158.wav,114
DR2_MDBP0_SI1788.wav,209
DR2_MDBP0_SI528.wav,332
DR2_MDBP0_SX168.wav,138
DR2_MDBP0_SX258.wav,194
DR2_MDBP0_SX348.wav,228
DR2_MDBP0_SX438.wav,277
DR2_MDBP0_SX78.wav,147
DR2_MDEM0_SA1.wav,284
DR2_MDEM0_SA2.wav,244
DR2_MDEM0_SI1868.wav,166
DR2_MDEM0_SI608.wav,278
DR2_MDEM0_SI800.wav,329
DR2_MDEM0_SX158.wav,169
DR2_MDEM0_SX248.wav,221
DR2_MDEM0_SX338.wav,225
DR2_MDEM0_SX428.wav,282
DR2_MDEM0_SX68.wav,203
DR2_MDLB0_SA1.wav,234
DR2_MDLB0_SA2.wav,182
DR2_MDLB0_SI1306.wav,376
DR2_MDLB0_SI1936.wav,185
DR2_MDLB0_SI676.wav,125
DR2_MDLB0_SX136.wav,275
DR2_MDLB0_SX226.wav,229
DR2_MDLB0_SX316.wav,203
DR2_MDLB0_SX406.wav,275
DR2_MDLB0_SX46.wav,159
DR2_MDLC2_SA1.wav,193
DR2_MDLC2_SA2.wav,159
DR2_MDLC2_SI1614.wav,99
DR2_MDLC2_SI2244.wav,95
DR2_MDLC2_SI984.wav,245
DR2_MDLC2_SX174.wav,221
DR2_MDLC2_SX264.wav,170
DR2_MDLC2_SX354.wav,140
DR2_MDLC2_SX444.wav,166
DR2_MDLC2_SX84.wav,189
DR2_MDMT0_SA1.wav,199
DR2_MDMT0_SA2.wav,149
DR2_MDMT0_SI1832.wav,81
DR2_MDMT0_SI2341.wav,97
DR2_MDMT0_SI572.wav,249
DR2_MDMT0_SX122.wav,215
DR2_MDMT0_SX212.wav,213
DR2_MDMT0_SX302.wav,179
DR2_MDMT0_SX32.wav,163
DR2_MDMT0_SX392.wav,191
DR2_MDPS0_SA1.wav,208
DR2_MDPS0_SA2.wav,167
DR2_MDPS0_SI1651.wav,114
DR2_MDPS0_SI1979.wav,207
DR2_MDPS0_SI719.wav,173
DR2_MDPS0_SX179.wav,184
DR2_MDPS0_SX269.wav,132
DR2_MDPS0_SX359.wav,220
DR2_MDPS0_SX449.wav,205
DR2_MDPS0_SX89.wav,155
DR2_MDSS0_SA1.wav,208
DR2_MDSS0_SA2.wav,151
DR2_MDSS0_SI1881.wav,124
DR2_MDSS0_SI2087.wav,133
DR2_MDSS0_SI621.wav,161
DR2_MDSS0_SX171.wav,204
DR2_MDSS0_SX261.wav,102
DR2_MDSS0_SX351.wav,187
DR2_MDSS0_SX441.wav,171
DR2_MDSS0_SX81.wav,131
DR2_MDWD0_SA1.wav,196
DR2_MDWD0_SA2.wav,156
DR2_MDWD0_SI1260.wav,276
DR2_MDWD0_SI1890.wav,231
DR2_MDWD0_SI557.wav,94
DR2_MDWD0_SX180.wav,162
DR2_MDWD0_SX270.wav,141
DR2_MDWD0_SX360.wav,169
DR2_MDWD0_SX450.wav,203
